,DateTime,Open,High,Low,Close
61,2025-07-09 07:21:00+00:00,108817.91000000,108817.91000000,108817.90000000,108817.90000000
62,2025-07-09 07:22:00+00:00,108817.91000000,108817.91000000,108810.00000000,108810.00000000
63,2025-07-09 07:23:00+00:00,108810.00000000,108810.01000000,108793.46000000,108793.47000000
64,2025-07-09 07:24:00+00:00,108793.47000000,108793.47000000,108793.46000000,108793.46000000
65,2025-07-09 07:25:00+00:00,108793.47000000,108793.47000000,108761.99000000,108761.99000000
66,2025-07-09 07:26:00+00:00,108761.99000000,108772.81000000,108749.23000000,108772.81000000
67,2025-07-09 07:27:00+00:00,108772.82000000,108779.56000000,108772.82000000,108779.55000000
68,2025-07-09 07:28:00+00:00,108779.56000000,108779.56000000,108779.55000000,108779.56000000
69,2025-07-09 07:29:00+00:00,108779.56000000,108779.56000000,108779.55000000,108779.56000000
70,2025-07-09 07:30:00+00:00,108779.56000000,108779.56000000,108779.55000000,108779.55000000
71,2025-07-09 07:31:00+00:00,108779.55000000,108779.56000000,108779.55000000,108779.56000000
72,2025-07-09 07:32:00+00:00,108779.55000000,108779.56000000,108779.55000000,108779.56000000
73,2025-07-09 07:33:00+00:00,108779.55000000,108779.56000000,108779.55000000,108779.55000000
74,2025-07-09 07:34:00+00:00,108779.55000000,108779.56000000,108779.55000000,108779.55000000
75,2025-07-09 07:35:00+00:00,108779.55000000,108779.56000000,108753.94000000,108753.94000000
76,2025-07-09 07:36:00+00:00,108753.94000000,108753.95000000,108738.46000000,108738.47000000
77,2025-07-09 07:37:00+00:00,108738.46000000,108738.47000000,108729.66000000,108729.66000000
78,2025-07-09 07:38:00+00:00,108729.66000000,108729.67000000,108729.66000000,108729.67000000
79,2025-07-09 07:39:00+00:00,108729.66000000,108729.67000000,108729.66000000,108729.66000000
80,2025-07-09 07:40:00+00:00,108729.66000000,108729.67000000,108725.00000000,108725.00000000
81,2025-07-09 07:41:00+00:00,108725.00000000,108725.01000000,108725.00000000,108725.00000000
82,2025-07-09 07:42:00+00:00,108725.00000000,108725.01000000,108692.32000000,108692.32000000
83,2025-07-09 07:43:00+00:00,108692.32000000,108692.33000000,108692.32000000,108692.33000000
84,2025-07-09 07:44:00+00:00,108692.33000000,108692.33000000,108675.15000000,108675.16000000
85,2025-07-09 07:45:00+00:00,108675.15000000,108696.51000000,108675.15000000,108696.50000000
86,2025-07-09 07:46:00+00:00,108696.50000000,108696.51000000,108681.53000000,108681.54000000
87,2025-07-09 07:47:00+00:00,108681.54000000,108691.51000000,108681.48000000,108691.51000000
88,2025-07-09 07:48:00+00:00,108691.51000000,108723.00000000,108691.51000000,108722.99000000
89,2025-07-09 07:49:00+00:00,108722.99000000,108735.76000000,108722.99000000,108724.41000000
90,2025-07-09 07:50:00+00:00,108724.41000000,108724.41000000,108715.93000000,108715.94000000
91,2025-07-09 07:51:00+00:00,108715.93000000,108715.94000000,108715.93000000,108715.93000000
92,2025-07-09 07:52:00+00:00,108715.94000000,108715.94000000,108709.47000000,108709.47000000
93,2025-07-09 07:53:00+00:00,108709.48000000,108709.48000000,108709.47000000,108709.48000000
94,2025-07-09 07:54:00+00:00,108709.48000000,108709.48000000,108694.03000000,108694.03000000
95,2025-07-09 07:55:00+00:00,108694.03000000,108694.04000000,108680.63000000,108680.63000000
96,2025-07-09 07:56:00+00:00,108680.63000000,108686.00000000,108680.63000000,108685.99000000
97,2025-07-09 07:57:00+00:00,108686.00000000,108696.00000000,108685.99000000,108695.99000000
98,2025-07-09 07:58:00+00:00,108696.00000000,108696.00000000,108695.99000000,108695.99000000
99,2025-07-09 07:59:00+00:00,108696.00000000,108714.40000000,108695.99000000,108714.39000000
100,2025-07-09 08:00:00+00:00,108714.39000000,108744.64000000,108714.39000000,108723.61000000
101,2025-07-09 08:01:00+00:00,108723.61000000,108723.62000000,108683.27000000,108683.28000000
102,2025-07-09 08:02:00+00:00,108683.28000000,108712.00000000,108683.27000000,108712.00000000
103,2025-07-09 08:03:00+00:00,108711.99000000,108712.00000000,108706.99000000,108711.98000000
104,2025-07-09 08:04:00+00:00,108711.98000000,108738.13000000,108711.98000000,108738.13000000
105,2025-07-09 08:05:00+00:00,108738.13000000,108750.00000000,108738.12000000,108750.00000000
106,2025-07-09 08:06:00+00:00,108750.00000000,108750.00000000,108734.30000000,108734.30000000
107,2025-07-09 08:07:00+00:00,108734.30000000,108734.31000000,108715.63000000,108715.63000000
108,2025-07-09 08:08:00+00:00,108715.64000000,108750.00000000,108715.63000000,108750.00000000
109,2025-07-09 08:09:00+00:00,108750.00000000,108769.49000000,108749.99000000,108756.33000000
110,2025-07-09 08:10:00+00:00,108756.33000000,108765.99000000,108756.33000000,108765.99000000
111,2025-07-09 08:11:00+00:00,108765.99000000,108765.99000000,108741.13000000,108741.13000000
112,2025-07-09 08:12:00+00:00,108741.14000000,108741.14000000,108741.13000000,108741.13000000
113,2025-07-09 08:13:00+00:00,108741.14000000,108755.86000000,108741.13000000,108755.86000000
114,2025-07-09 08:14:00+00:00,108755.85000000,108755.86000000,108755.85000000,108755.85000000
115,2025-07-09 08:15:00+00:00,108755.86000000,108779.77000000,108755.86000000,108779.76000000
116,2025-07-09 08:16:00+00:00,108779.76000000,108780.79000000,108779.76000000,108780.78000000
117,2025-07-09 08:17:00+00:00,108780.79000000,108831.30000000,108780.78000000,108831.30000000
118,2025-07-09 08:18:00+00:00,108831.29000000,108837.70000000,108831.29000000,108837.69000000
119,2025-07-09 08:19:00+00:00,108837.70000000,108837.70000000,108837.69000000,108837.70000000
120,2025-07-09 08:20:00+00:00,108837.70000000,108837.70000000,108821.74000000,108821.75000000
121,2025-07-09 08:21:00+00:00,108821.74000000,108821.75000000,108820.30000000,108820.30000000
122,2025-07-09 08:22:00+00:00,108820.31000000,108823.08000000,108820.30000000,108823.08000000
123,2025-07-09 08:23:00+00:00,108823.08000000,108834.00000000,108787.75000000,108794.00000000
124,2025-07-09 08:24:00+00:00,108793.99000000,108794.00000000,108755.86000000,108755.86000000
125,2025-07-09 08:25:00+00:00,108755.86000000,108755.87000000,108755.86000000,108755.87000000
126,2025-07-09 08:26:00+00:00,108755.87000000,108755.87000000,108755.86000000,108755.87000000
127,2025-07-09 08:27:00+00:00,108755.86000000,108756.46000000,108755.86000000,108756.45000000
128,2025-07-09 08:28:00+00:00,108756.45000000,108798.90000000,108756.45000000,108798.90000000
129,2025-07-09 08:29:00+00:00,108798.90000000,108810.90000000,108798.89000000,108810.90000000
130,2025-07-09 08:30:00+00:00,108810.90000000,108821.79000000,108810.90000000,108821.79000000
131,2025-07-09 08:31:00+00:00,108821.78000000,108821.81000000,108776.17000000,108776.17000000
132,2025-07-09 08:32:00+00:00,108776.17000000,108806.31000000,108776.17000000,108806.31000000
133,2025-07-09 08:33:00+00:00,108806.30000000,108815.56000000,108806.30000000,108815.55000000
134,2025-07-09 08:34:00+00:00,108815.56000000,108815.56000000,108794.00000000,108798.00000000
135,2025-07-09 08:35:00+00:00,108798.00000000,108798.00000000,108792.99000000,108793.00000000
136,2025-07-09 08:36:00+00:00,108793.00000000,108793.00000000,108750.00000000,108750.00000000
137,2025-07-09 08:37:00+00:00,108750.01000000,108750.01000000,108739.96000000,108739.96000000
138,2025-07-09 08:38:00+00:00,108739.96000000,108764.37000000,108739.96000000,108764.37000000
139,2025-07-09 08:39:00+00:00,108764.37000000,108764.56000000,108746.00000000,108764.55000000
140,2025-07-09 08:40:00+00:00,108764.56000000,108764.56000000,108764.55000000,108764.55000000
141,2025-07-09 08:41:00+00:00,108764.55000000,108764.56000000,108757.18000000,108757.18000000
142,2025-07-09 08:42:00+00:00,108757.18000000,108757.19000000,108754.28000000,108754.28000000
143,2025-07-09 08:43:00+00:00,108754.28000000,108798.72000000,108754.28000000,108798.71000000
144,2025-07-09 08:44:00+00:00,108798.71000000,108802.28000000,108798.71000000,108799.00000000
145,2025-07-09 08:45:00+00:00,108799.00000000,108799.00000000,108740.00000000,108752.76000000
146,2025-07-09 08:46:00+00:00,108752.76000000,108752.77000000,108716.80000000,108716.80000000
147,2025-07-09 08:47:00+00:00,108716.80000000,108716.81000000,108700.00000000,108709.88000000
148,2025-07-09 08:48:00+00:00,108709.89000000,108714.00000000,108709.88000000,108713.99000000
149,2025-07-09 08:49:00+00:00,108714.00000000,108714.01000000,108713.99000000,108714.01000000
150,2025-07-09 08:50:00+00:00,108714.01000000,108714.01000000,108714.00000000,108714.01000000
151,2025-07-09 08:51:00+00:00,108714.01000000,108714.01000000,108714.00000000,108714.00000000
152,2025-07-09 08:52:00+00:00,108714.00000000,108714.01000000,108660.76000000,108660.77000000
153,2025-07-09 08:53:00+00:00,108660.77000000,108705.00000000,108660.76000000,108704.99000000
154,2025-07-09 08:54:00+00:00,108704.99000000,108705.00000000,108678.00000000,108678.00000000
155,2025-07-09 08:55:00+00:00,108678.01000000,108687.50000000,108676.65000000,108687.50000000
156,2025-07-09 08:56:00+00:00,108687.49000000,108687.50000000,108687.49000000,108687.50000000
157,2025-07-09 08:57:00+00:00,108687.50000000,108687.50000000,108682.90000000,108682.90000000
158,2025-07-09 08:58:00+00:00,108682.90000000,108682.91000000,108668.55000000,108668.56000000
159,2025-07-09 08:59:00+00:00,108668.56000000,108671.65000000,108654.15000000,108654.16000000
160,2025-07-09 09:00:00+00:00,108654.15000000,108663.26000000,108654.15000000,108663.25000000
161,2025-07-09 09:01:00+00:00,108663.25000000,108671.65000000,108663.25000000,108671.64000000
162,2025-07-09 09:02:00+00:00,108671.65000000,108671.65000000,108661.79000000,108661.80000000
163,2025-07-09 09:03:00+00:00,108661.80000000,108661.80000000,108650.00000000,108650.00000000
164,2025-07-09 09:04:00+00:00,108650.00000000,108650.01000000,108647.92000000,108647.92000000
165,2025-07-09 09:05:00+00:00,108647.93000000,108647.93000000,108647.92000000,108647.92000000
166,2025-07-09 09:06:00+00:00,108647.93000000,108647.93000000,108647.92000000,108647.92000000
167,2025-07-09 09:07:00+00:00,108647.92000000,108647.93000000,108641.71000000,108641.72000000
168,2025-07-09 09:08:00+00:00,108641.72000000,108641.72000000,108625.23000000,108625.23000000
169,2025-07-09 09:09:00+00:00,108625.24000000,108625.24000000,108604.77000000,108604.77000000
170,2025-07-09 09:10:00+00:00,108604.77000000,108611.54000000,108604.77000000,108611.54000000
171,2025-07-09 09:11:00+00:00,108611.54000000,108611.54000000,108600.00000000,108600.01000000
172,2025-07-09 09:12:00+00:00,108600.01000000,108600.01000000,108589.04000000,108589.04000000
173,2025-07-09 09:13:00+00:00,108589.04000000,108589.05000000,108568.92000000,108568.92000000
174,2025-07-09 09:14:00+00:00,108568.93000000,108568.93000000,108553.18000000,108553.19000000
175,2025-07-09 09:15:00+00:00,108553.19000000,108553.19000000,108553.18000000,108553.18000000
176,2025-07-09 09:16:00+00:00,108553.19000000,108587.34000000,108553.18000000,108587.34000000
177,2025-07-09 09:17:00+00:00,108587.34000000,108636.36000000,108587.33000000,108628.92000000
178,2025-07-09 09:18:00+00:00,108628.93000000,108628.93000000,108612.00000000,108612.00000000
179,2025-07-09 09:19:00+00:00,108612.01000000,108612.01000000,108612.00000000,108612.01000000
180,2025-07-09 09:20:00+00:00,108612.01000000,108612.01000000,108612.00000000,108612.01000000
181,2025-07-09 09:21:00+00:00,108612.00000000,108630.00000000,108612.00000000,108629.99000000
182,2025-07-09 09:22:00+00:00,108629.99000000,108630.00000000,108629.99000000,108630.00000000
183,2025-07-09 09:23:00+00:00,108630.00000000,108639.71000000,108619.13000000,108639.70000000
184,2025-07-09 09:24:00+00:00,108639.71000000,108639.71000000,108639.70000000,108639.70000000
185,2025-07-09 09:25:00+00:00,108639.71000000,108639.71000000,108624.63000000,108624.64000000
186,2025-07-09 09:26:00+00:00,108624.63000000,108624.63000000,108619.48000000,108619.49000000
187,2025-07-09 09:27:00+00:00,108619.48000000,108619.49000000,108612.00000000,108612.00000000
188,2025-07-09 09:28:00+00:00,108612.01000000,108612.01000000,108610.00000000,108610.00000000
189,2025-07-09 09:29:00+00:00,108610.00000000,108610.01000000,108609.99000000,108610.00000000
190,2025-07-09 09:30:00+00:00,108610.00000000,108610.00000000,108600.00000000,108600.00000000
191,2025-07-09 09:31:00+00:00,108600.00000000,108600.01000000,108589.99000000,108590.77000000
192,2025-07-09 09:32:00+00:00,108590.78000000,108590.78000000,108590.77000000,108590.77000000
193,2025-07-09 09:33:00+00:00,108590.77000000,108590.78000000,108590.77000000,108590.77000000
194,2025-07-09 09:34:00+00:00,108590.77000000,108608.30000000,108590.77000000,108605.19000000
195,2025-07-09 09:35:00+00:00,108605.18000000,108609.40000000,108605.18000000,108609.39000000
196,2025-07-09 09:36:00+00:00,108609.39000000,108609.40000000,108609.39000000,108609.39000000
197,2025-07-09 09:37:00+00:00,108609.39000000,108609.40000000,108609.39000000,108609.39000000
198,2025-07-09 09:38:00+00:00,108609.40000000,108609.40000000,108609.39000000,108609.40000000
199,2025-07-09 09:39:00+00:00,108609.39000000,108609.40000000,108609.39000000,108609.39000000
200,2025-07-09 09:40:00+00:00,108609.39000000,108621.49000000,108609.39000000,108621.49000000
201,2025-07-09 09:41:00+00:00,108621.48000000,108621.49000000,108621.48000000,108621.48000000
202,2025-07-09 09:42:00+00:00,108621.49000000,108670.96000000,108621.48000000,108670.95000000
203,2025-07-09 09:43:00+00:00,108670.95000000,108698.92000000,108670.95000000,108698.91000000
204,2025-07-09 09:44:00+00:00,108698.92000000,108698.92000000,108698.91000000,108698.92000000
205,2025-07-09 09:45:00+00:00,108698.91000000,108698.92000000,108691.79000000,108692.00000000
206,2025-07-09 09:46:00+00:00,108692.00000000,108708.58000000,108692.00000000,108708.58000000
207,2025-07-09 09:47:00+00:00,108708.58000000,108714.62000000,108708.57000000,108714.42000000
208,2025-07-09 09:48:00+00:00,108714.41000000,108743.78000000,108714.41000000,108743.77000000
209,2025-07-09 09:49:00+00:00,108743.78000000,108768.59000000,108743.77000000,108768.58000000
210,2025-07-09 09:50:00+00:00,108768.58000000,108768.59000000,108740.00000000,108740.01000000
211,2025-07-09 09:51:00+00:00,108740.01000000,108765.10000000,108740.00000000,108765.09000000
212,2025-07-09 09:52:00+00:00,108765.09000000,108773.83000000,108765.09000000,108773.82000000
213,2025-07-09 09:53:00+00:00,108773.83000000,108782.46000000,108762.00000000,108771.57000000
214,2025-07-09 09:54:00+00:00,108771.58000000,108780.77000000,108771.57000000,108780.76000000
215,2025-07-09 09:55:00+00:00,108780.77000000,108793.47000000,108780.77000000,108793.47000000
216,2025-07-09 09:56:00+00:00,108793.47000000,108793.47000000,108771.57000000,108774.04000000
217,2025-07-09 09:57:00+00:00,108774.03000000,108774.04000000,108760.00000000,108763.37000000
218,2025-07-09 09:58:00+00:00,108763.37000000,108763.38000000,108763.37000000,108763.38000000
219,2025-07-09 09:59:00+00:00,108763.37000000,108763.38000000,108763.37000000,108763.37000000
220,2025-07-09 10:00:00+00:00,108763.37000000,108763.38000000,108738.46000000,108738.46000000
221,2025-07-09 10:01:00+00:00,108738.46000000,108738.47000000,108738.46000000,108738.47000000
222,2025-07-09 10:02:00+00:00,108738.46000000,108738.47000000,108738.46000000,108738.47000000
